Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,467.5879478,457.70433,443.9499284,412.9622962,388.3674887,580.937271,761.1810388,850.7752709,910.618541,848.0236874,885.6180571,866.4456896,1104.800538,1265.863867,1205.860003,1141.361038,1165.050705,1113.868632,986.2652568,1062.712399,1162.978792,1094.499438,939.5042491,1040.308623,1107.395298
Lesotho,LSO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,67.4,67.7,68.3,68.8,69.3,70,71.1,72.3,72.5,71.2,73.8,70.1,67,64.5,64.8,64.9,63.8,63.2,63,62,60.8,60,58.4,57,..
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,2.920274766,3.763017617,-30.14513273,2.619846895,5.281212453,8.043909972,9.535275363,7.145691128,5.300540503,6.09982524,8.200768225,7.993814446,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,4.808113461
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328769
Liberia,LBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,143.5,135.7,127.6,119.5,111.7,104.2,97.1,90.7,85.3,80.9,77.2,74.3,71.9,69.9,68.3,66.9,67.8,64.6,63.2,62.1,60.9,59.6,58.2,56.7,..
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,3.679270408,-1.762838871,-0.958897333,13.01603725,4.461638996,11.87075652,6.50052542,6.229982786,-0.162048239,-4.400181763,5.027247672,-50.33851514,86.82674844,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-29.78714799,31.37251544,-1.236981944
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,5471.086891,7112.671615,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658365,5908.951323,6716.095985
Libya,LBY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.6,24.9,24.1,23.4,22.7,21.9,21,19.8,18.6,17.3,16.1,15.1,14.2,15,12.9,12.3,11.8,11.4,10.9,10.6,10.2,9.9,9.5,9.2,..
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,77033.19589,81683.4555,75210.15544,74658.45394,79797.52129,90317.74821,100710.6201,105751.5269,114652.2123,130908.4082,143540.5734,126261.4321,141466.8754,158603.6039,149461.7089,173659.4965,179467.5069,167809.2127,165845.9288,170875.7399,175286.6193,167259.1603,165284.4971,184083.3214,..
Liechtenstein,LIE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.625103139,-0.022073742,5.980848085,1.887795395
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,3166.666533,3113.17906,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19598.40087,20363.92441,23712.53578,24826.79104
Lithuania,LTU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.3,8.9,8.6,8.2,7.9,7.7,7.5,7.2,6.9,6.5,5.9,5.4,4.9,4.5,4.2,4.1,4.1,4,3.8,3.6,3.3,3.1,2.9,2.7,..
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.67451219,8.175181563,6.938130249,3.074354999,3.2254169,2.619378579,4.231891307,2.482874748,6.016715044,8.098667607,-0.300176194,-3.238954027,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.319925201,-0.797435589,5.102455447,1.548714616
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112621.8213,117370.4969,133590.147,126426.0899
Luxembourg,LUX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.3,4,3.8,3.5,3.3,3.1,2.9,2.8,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,..
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.570666932,-2.358789288,5.746677091,2.888590153,8.910810237,11.64054885,26.63084724,8.075440076,13.39039029,14.47638915,3.391579839,1.27432088,25.12275964,21.61652888,9.242245928,10.75285399,-2.048380612,-21.51440527,-0.679060845,9.983305509,6.464667694,-2.511937846,-54.23590002,19.26705638,-26.76142266
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,16232.5264,15387.5287,15684.77955,15622.70305,16393.74305,17828.9536,22381.92296,24886.58189,29637.76645,35782.86109,39745.76222,39754.97449,50676.38919,64528.36014,74111.60582,86853.47342,90873.60249,73220.63173,71919.05267,78985.63229,84923.30876,83183.47239,37646.49565,43873.41716,31617.5019
"Macao SAR, China",MAC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.712632542,-3.978708613,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.194356515,4.41123213,-7.137671622,5.739615738,3.796204884
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,288.6359376,271.9429822,285.4664633,325.460301,310.929711,359.5343848,277.5078265,311.7931266,330.5226701,427.8363292,522.8306219,455.4073737,459.375408,516.9025392,504.1737378,526.6880197,517.1361832,455.6380345,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520811,505.0355276
Madagascar,MDG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,73.2,70.2,67.5,64.8,62.4,60.1,57.9,55.8,53.9,52.2,50.6,49.2,48,47.1,46.3,45.8,45.5,45.2,45.1,45.1,45.2,45.3,45.3,45.3,..
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.895253506,3.042278136,1.576077624,-4.974963617,1.700000029,5.705639407,5.420497549,3.268726021,4.699999765,9.599999876,7.639736399,8.328109852,6.874065854,4.932669998,1.900000001,5.410349999,5.62527,2.800000001,2.499999999,4,4.391688296,5.448181336,0.799998331,2.751402609,0.92343629
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,237.374331,235.5102338,225.9524555,217.2404723,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768724,454.4432661,500.1655472,537.9322041,584.3628673,622.1845914,633.6097333,645.1586921
Malawi,MWI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,110.6,106.1,100.1,92.6,84.5,76.7,70,64.9,61.5,59.3,56.2,54.1,52,48.5,45.6,42.8,40.4,38.6,36.9,35.5,34.2,33,32.1,31.2,..
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.534435297,3.092162616,8.694343203
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,3308.835653,3538.362993,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.83797,6137.15061,7143.999446,8343.302548,7167.877376,8880.14604,10209.37191,10601.51091,10727.67055,11045.58098,9699.584909,9555.647335,9979.704757,11073.97859,11132.10345,10160.82935,11109.26529,11971.9276
Malaysia,MYS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.1,9.4,8.7,8.1,7.6,7.3,7.1,7,7,7,7,7,7,6.9,6.9,6.9,6.9,7,7,6.9,6.9,6.7,6.6,6.5,..
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.338300636,7.209910123,8.123128908,7.097466015,-33.49279579,41.74510055,12.29948647
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,1972.623404,2118.721495,2209.988231,3028.050748,3069.039872,3539.801547,4060.534405,3789.232024,5010.163424,5746.644258,6743.130961,6719.330257,7158.061411,7409.331704,7447.415454,8222.558022,8872.128664,9434.31191,9640.319191,10063.00371,10823.61048,11118.52623,7282.372916,10366.25678,11817.52393
Maldives,MDV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.3,35,31.8,28.6,25.6,22.8,21.4,18.3,16.5,15.1,13.9,12.8,11.9,11.1,10.4,9.7,9,8.4,7.7,7.1,6.5,6,5.5,5.1,..
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569,3.687484098
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,274.9743973,315.1714678,263.4983842,299.4121752,326.9666593,381.9485462,427.7173197,473.9950471,506.9118388,579.2571403,676.1270005,680.6499581,688.3278655,810.1825565,753.3921368,778.797053,818.4303416,723.504205,750.051809,795.6828021,856.3565959,840.1757461,822.9061375,881.5100886,833.2972552
Mali,MLI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,106.5,104.2,101.7,99,96.3,93.7,91.2,88.7,86.5,84.3,82.2,80.3,78.4,76.6,74.9,73.2,71.7,70.2,68.7,67.3,65.9,64.4,63,61.6,..
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.125601231,4.719974882,19.68179092,-1.174796479,2.565047048,4.074569852,0.139599084,3.383299657,2.510491947,4.775347325,3.825591401,-1.133105988,5.543569377,0.466127625,4.118660982,5.473057917,7.633119335,9.608131222,3.381115768,10.92532923,6.140227303,7.00882545,-8.612490551,11.80590307,6.851011256
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,10273.45181,10720.90588,11083.0128,11081.00804,11853.18975,13772.22072,15243.15901,15866.14215,16723.87768,19485.95061,22205.28275,21083.12592,21798.90293,23155.11484,22526.65578,24769.4496,26753.26013,24921.6779,25623.85563,28823.34576,31566.35811,31506.55684,29196.97775,34218.21474,33940.9496
Malta,MLT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.3,7,6.7,6.5,6.3,6.2,6.1,6,6,6,6,6,6,6,5.9,5.9,5.8,5.8,5.7,5.6,5.5,5.3,5.2,5.1,..
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.81939372,-1.25514282,1.354079109,6.826085172,3.741452132,-1.615875909,1.32748144,1.773007157,0.202496714,3.392015077,-7.646424121,3.673315705,5.421623829,-0.30723955,-1.2927116,3.679684139,-1.119928582,2.111108569,2.016095319,3.410419703,4.194018756,10.83921368,-1.841596424,1.114795058,1.499997063
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2111.944173,2123.68206,2127.240705,2257.2547,2417.392102,2411.291359,2442.079544,2533.564606,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4769.190459,5188.971114,5567.972727,6172.145065,6727.799562
Marshall Islands,MHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.6,33.8,33.9,33.9,33.9,33.7,33.5,33.2,32.9,32.6,32.4,32.1,31.8,31.5,31,30.4,29.8,29.2,28.5,27.8,27.1,26.3,25.6,24.8,..
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,6.270545694,4.772173639,5.296637357,-0.938516151,2.445368273,5.199999994
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,796.8425141,757.8090785,660.3038518,632.21415,629.7819094,711.3824822,801.7786831,974.6575859,1272.082434,1378.215121,1610.236957,1418.940825,1646.130447,1919.452248,1850.384968,1929.775661,1715.388838,1562.726853,1579.199301,1634.642845,1749.954236,1839.962778,1868.468248,2166.044797,2190.700205
Mauritania,MRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,66.1,64.6,62.7,60.4,57.9,55.2,52.5,49.9,47.6,45.7,44,42.7,41.6,40.6,39.8,39,38.1,37.2,36.4,35.5,34.7,33.8,33,32.2,..
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.071940178,2.610932344,8.202791749,3.347540727,1.614918659,5.925445489,4.330019855,1.77754302,4.865544608,5.72701616,5.386962542,3.315076998,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.597398,3.3993801,8.690735124
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,3593.241569,3695.933686,3929.081732,3856.630743,4018.948897,4793.722474,5388.062518,5282.900051,5695.975315,6574.663524,8030.052422,7318.12641,8000.376432,9197.042991,9291.236379,9764.644025,10366.35519,9507.871337,9965.725217,10841.68467,11643.4606,11403.25289,9005.462022,9062.722476,10216.29474
Mauritius,MUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.4,18.1,16.6,15.3,14.4,13.8,13.5,13.4,13.2,13,12.7,12.5,12.5,12.7,12.9,13,12.9,12.9,12.9,13.3,13.8,14.5,14.9,15.3,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.199047772,-7.98791234,4.720565298,3.06238019
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,5555.711857,6230.697201,7232.910681,7613.142978,7650.931864,7120.372121,7525.487461,8321.859856,9125.387739,9719.927864,10119.82106,8104.922573,9399.964709,10341.50024,10376.0905,10865.68729,11076.13411,9753.400562,8875.082069,9434.378179,9857.007487,10145.15263,8654.997325,10045.67637,11091.30543
Mexico,MEX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.8,24.7,23.7,22.7,21.8,21,20.2,19.5,18.8,18.1,17.5,17,16.4,15.9,15.4,14.9,14.4,13.9,13.5,13.1,12.6,12.2,11.8,11.4,..
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.900180417,2.682185944,0.2116536,1.174799228,-1.765415152,-3.188187197,-0.619574793
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769,3741.057769
"Micronesia, Fed. Sts.",FSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,32.9,32.1,31.3,30.6,31.8,29.7,29.6,29.5,29.5,29.5,29.2,28.9,28.4,27.8,27.3,26.6,25.8,25.1,24.4,23.6,23,22.2,21.6,21,..
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.542192023,-3.368254529,2.107716048,6.100000413,7.799999641,6.600000038,7.39999969,7.500000139,4.79999985,3.00000024,7.800000145,-6.000000289,7.100000084,5.818166173,-0.589733908,9.043865593,4.999625866,-0.338235652,4.646014363,4.175612051,4.075595466,3.552314085,-8.27597832,13.92999979,-5.948036793
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024784,1531.216189,2110.553118,1898.439683,2436.799359,2941.362119,3044.808479,3321.043917,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5235.636044,5562.613625
Moldova,MDA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30,28.3,26.1,23.8,21.6,19.7,18.1,17,16.1,15.6,15.2,14.9,14.7,14.5,14.2,14,13.8,13.6,13.4,13.1,12.9,12.7,12.5,12.2,..
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.503265289,3.300541461,3.910229176,2.187734091,1.026495639,1.087536749,2.470484168,1.89541352,5.803937636,14.42889803,0.666835003,-11.29999946,2.09999905,7.000000024,1.012217961,9.574890743,7.189187012,4.863473211,3.451551047,-3.500961422,5.95627042,6.905665492,-12.96513471,21.5535607,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,91110.52256,89741.16687,81764.2568,82410.87451,90152.90438,111308.7063,127736.9447,130818.9507,143289.1213,184626.7292,204097.21,168922.7401,161780.7475,179369.2935,165497.0722,185055.4874,195772.673,170338.6004,174606.4938,173611.7843,194287.0933,199382.7812,182537.3046,234317.0848,..
Monaco,MCO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.3,2.1,1.9,1.8,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1,1,1,1,..
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.339936599,3.070369011,1.146062137,2.952710543,4.732978466,7.004634574,10.62540596,7.253665441,8.55623481,10.24801636,8.900367947,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225481,2.379835807,1.489784485,5.63687639,7.74488062,5.602244219,-4.557751973,1.636769576,4.845908203
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,467.5139344,435.4184944,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180411,1322.640676,1625.318473,2134.949833,1718.914022,2660.288176,3793.743654,4402.304523,4422.300876,4211.939435,3919.351214,3690.756778,3708.248221,4165.022821,4394.94715,4041.174145,4566.140131,4946.754811
Mongolia,MNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,55.1,52,48.8,45.4,42.1,38.9,35.9,33.1,30.6,28.2,25.9,23.9,22.1,20.6,19.4,18.3,17.4,16.6,15.9,15.1,14.4,13.8,13.2,12.7,..
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.900005846,-9.399998124,3.100000059,1.099838709,1.903936733,2.482659229,4.426050717,4.180604509,8.56641803,6.810150125,7.222752592,-5.795096995,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,13.04346425,6.093776357
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1627.064997,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402684,7328.790465,6586.398684,7188.862445,7387.871036,6517.189614,7033.438006,7803.362579,8850.378404,8909.653336,7677.369141,9465.966408,9893.515907
Montenegro,MNE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.3,13,12.6,12.1,11.4,10.7,10,9.2,8.5,7.8,7.1,6.4,5.8,5.3,4.7,4.3,3.9,3.5,3.1,2.8,2.5,2.3,2.1,1.9,..
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.23855269,1.697061479,2.582180899,7.721825212,3.730197362,6.171102153,4.571380171,3.192249719,7.790820018,3.44106777,5.68453936,3.745769399,3.499557102,5.524645232,3.062343684,4.122212869,2.719244078,4.344582976,0.521185506,5.057898162,3.06564133,2.890974761,-7.187079577,7.929667934,1.079969491
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1658.471802,1627.135132,1492.377075,1500.363403,1590.487305,1936.090088,2177.798828,2237.576172,2433.212646,2751.42334,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534668,3139.228271,3132.952148,3288.502686,3492.672363,3498.58252,3258.10498,3795.386963,3527.941895
Morocco,MAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.4,45.7,44,42.3,40.6,38.9,37.2,35.4,33.6,31.8,30.1,28.4,26.9,25.4,24,22.7,21.4,20.3,19.2,18.3,17.5,16.7,16.1,15.4,..
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.931251949,11.69852372,1.180300789,12.0868744,9.291051885,6.878532872,7.916407836,6.645908281,9.694374092,7.729746242,7.317755324,6.318197232,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.443813083,2.314442594,-1.198548272,2.327523625,4.148414532
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,311.0455743,344.7017804,318.3426885,296.2868142,303.6656874,328.5287213,387.4757245,422.6428624,442.5590549,491.0984302,574.7697436,531.0269671,481.268197,605.27347,667.7177895,672.2039886,680.3753004,594.2269178,430.9929451,462.6999701,504.5358261,508.1634038,454.0623643,491.8390749,541.4544255
Mozambique,MOZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,125.6,118.7,112,105.6,100,94.8,90.2,86.2,82.3,77.1,74.6,71.5,71.1,67.8,65.4,63.4,61.9,60.4,58.9,56.7,55.2,53.6,52.5,51,..
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.761847221,8.478034119,12.41819164,12.46773004,11.70304562,12.98632489,13.69528734,13.56694201,13.30686931,12.50048629,11.07426765,10.4098444,10.06928609,7.520057227,6.485754004,7.898669478,8.19966375,3.277279417,10.50778078,5.7500645,6.404977325,6.750460146,3.1737744,-17.9129448,3.002678341
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,103.6268381,125.3022579,150.4078289,135.1797056,131.4673541,165.2586951,198.3769239,221.8659075,246.6924955,321.8283481,472.2605905,600.9316172,765.2418886,1086.838467,1161.305962,1195.9378,1238.72871,1224.562368,1161.861818,1175.202555,1274.915663,1295.201487,1477.452905,1210.540688,1095.70179
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.2,66.7,65.1,63.6,62.1,60.5,58.9,57.3,55.6,53.9,63.4,50.3,48.6,46.8,45.1,43.5,42.1,40.7,39.4,38.1,37,35.8,34.7,33.7,..
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.291585621,3.369278424,3.492183364,1.177948695,4.788661219,4.239794296,12.2695481,2.529262658,7.073175318,5.374044152,2.649812038,0.295970914,6.03924948,5.091338139,5.06168207,5.614719623,6.09251916,4.264174538,0.03379445,-1.027250827,1.059943471,-0.839154686,-8.10140078,3.524657983,4.560293968
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2231.114407,2175.449396,2156.090142,1916.255899,1773.431611,2571.982341,3407.850912,3692.752796,4027.961706,4394.517549,4222.32636,4322.629351,5445.420063,5873.059381,6017.178488,5463.031366,5544.103813,4965.672829,4614.89218,5453.570623,5687.381186,5126.176143,4252.041807,4919.188955,4911.327635
Namibia,NAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47,46,44.9,44,43.3,42.8,42.1,39,37.3,37.8,37.8,38.8,36.9,37.2,38.3,36,33.5,33.3,32.6,32,31.5,30.7,30,29.4,..
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,-7.843137255,-8.510638298,-6.976744186,65,-6.060606061,-1.612903226,9.836065574,31.34328358,4.545454545,15.2173913,-5.660377358,8,-6.481481481,7.920792079,8.256880734,4.237288136,3.25203252,2.362204724
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,4644.355274,6328.099735,9675.959264,8825.975221,9063.003641,7587.251485,8528.627663,9361.038666,10985.87555,10316.52504,10124.7005,11632.69149,11913.65733
Nauru,NRU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36.6,35.4,34.3,33.4,32.6,32,31.6,31.3,31.2,31.2,31.2,31,30.7,30.1,29.5,28.9,28.2,27.5,26.8,26.1,25.4,24.7,23.9,23.2,..
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.016389475,4.41257328,6.199999982,4.799892143,0.120143177,3.945037761,4.682603252,3.479181048,3.364614781,3.41156028,6.104639144,4.533078725,4.816414647,3.421808701,4.670141923,3.525153174,6.011482841,3.976053274,0.433113718,8.977279354,7.622376108,6.657055428,-2.369620627,4.838149613,5.613193165
